101, 861, 01:39:36, 6, 11, 0
102, 1355, 02:07:57, 13, 9, 0
103, 1945, 02:18:20, 10, 12, 0
104, 988, 02:44:25, 16, 11, 0
105, 58, 01:29:21, 8, 7, 0
106, 1824, 01:56:10, 15, 4, 0
107, 1190, 02:21:59, 12, 12, 0
108, 453, 01:50:53, 7, 11, 0
109, 44, 02:17:37, 12, 10, 0
110, 1214, 01:31:11, 10, 6, 0
111, 1973, 01:52:37, 7, 11, 0
112, 1330, 02:14:03, 6, 16, 0
113, 1352, 01:32:16, 7, 8, 0
114, 1956, 01:56:28, 11, 10, 0
115, 965, 02:45:56, 15, 13, 0
116, 1381, 02:09:09, 14, 10, 0
117, 593, 01:36:41, 7, 10, 0
118, 77, 01:16:20, 9, 5, 0
119, 1624, 02:40:31, 14, 14, 0
120, 1350, 00:58:54, 6, 4, 0
121, 599, 01:39:19, 7, 9, 0
122, 1120, 02:34:37, 12, 15, 0
123, 159, 02:15:10, 9, 14, 0
124, 1484, 02:16:59, 8, 15, 0
125, 1140, 02:36:12, 14, 11, 0
126, 907, 01:28:57, 10, 7, 0
127, 1705, 02:29:24, 14, 11, 0
128, 431, 01:25:27, 11, 4, 0
129, 1806, 01:48:02, 7, 12, 0
130, 1581, 02:29:03, 13, 11, 0
131, 1983, 02:08:48, 10, 11, 0
132, 1448, 01:46:43, 7, 11, 0
133, 1690, 02:31:10, 10, 16, 0
134, 491, 02:35:49, 14, 13, 0
135, 1725, 01:19:39, 7, 6, 0
136, 1095, 01:53:53, 10, 11, 0
137, 1968, 02:18:42, 17, 9, 0
138, 1188, 01:56:36, 8, 13, 0
139, 384, 02:39:44, 10, 17, 0
140, 948, 01:54:49, 10, 10, 0
141, 987, 01:20:13, 7, 8, 0
142, 361, 02:10:01, 10, 11, 0
143, 1784, 01:44:10, 11, 6, 0
144, 8, 01:36:02, 11, 5, 0
145, 974, 01:50:16, 10, 9, 0
146, 697, 01:02:49, 7, 4, 0
147, 506, 01:39:03, 12, 4, 0
148, 960, 02:14:05, 14, 9, 0
149, 1169, 02:26:50, 7, 18, 0
150, 1070, 01:41:06, 8, 8, 0
151, 834, 01:39:05, 8, 9, 0
152, 1896, 02:40:58, 17, 9, 0
153, 265, 02:00:45, 11, 8, 0
154, 205, 02:05:48, 8, 13, 0
155, 765, 01:54:46, 13, 6, 0
156, 1888, 01:41:23, 13, 6, 0
157, 1421, 02:13:18, 17, 7, 0
158, 322, 01:55:08, 9, 11, 0
159, 509, 02:16:37, 9, 14, 0
160, 652, 01:38:25, 7, 10, 0
161, 182, 02:43:58, 14, 13, 0
162, 1813, 01:46:04, 7, 10, 0
163, 1240, 02:53:45, 14, 14, 0
164, 1377, 01:58:15, 15, 6, 0
165, 1928, 02:14:00, 7, 14, 0
166, 1839, 01:40:03, 11, 6, 0
167, 1220, 02:07:06, 8, 13, 0
168, 1744, 02:03:59, 9, 10, 0
169, 1444, 01:48:31, 11, 7, 0
170, 1238, 01:27:17, 6, 9, 0
171, 1942, 02:43:43, 12, 14, 0
172, 1046, 02:33:23, 13, 10, 0
173, 1709, 02:04:56, 7, 15, 0
174, 957, 01:50:35, 12, 8, 0
175, 1336, 02:05:54, 9, 11, 0
176, 1185, 01:21:12, 2, 11, 0
177, 1107, 02:18:53, 9, 12, 0
178, 1587, 01:37:11, 4, 12, 0
179, 800, 02:20:01, 16, 10, 0
180, 1477, 01:57:16, 9, 10, 0
181, 835, 02:04:37, 13, 7, 0
182, 270, 01:38:40, 10, 8, 0
183, 1108, 02:01:34, 12, 9, 0
184, 223, 01:20:15, 4, 9, 0
185, 934, 02:10:12, 10, 13, 0
186, 1463, 02:13:27, 12, 9, 0
187, 289, 01:46:00, 14, 5, 0
188, 1683, 01:48:24, 8, 9, 0
189, 1070, 02:05:10, 10, 12, 0
190, 611, 01:15:04, 8, 6, 0
191, 1090, 01:32:13, 9, 8, 0
192, 322, 03:23:04, 18, 14, 0
193, 1579, 01:49:26, 12, 5, 0
194, 1556, 02:09:43, 9, 13, 0
195, 1573, 01:58:41, 12, 7, 0
196, 498, 02:10:49, 6, 15, 0
197, 596, 01:53:07, 14, 4, 0
198, 151, 01:20:30, 8, 6, 0
199, 95, 01:50:42, 10, 9, 0
200, 34, 01:18:24, 9, 4, 0
201, 1813, 01:14:15, 6, 8, 0
202, 1766, 01:52:10, 9, 10, 0
203, 423, 02:08:29, 15, 9, 0
204, 572, 01:38:40, 11, 6, 0
205, 1105, 01:44:53, 10, 9, 0
206, 439, 02:02:40, 10, 13, 0
207, 519, 01:12:09, 5, 8, 0
208, 1937, 01:47:47, 9, 11, 0
209, 391, 01:58:31, 16, 5, 0
210, 1087, 02:02:34, 9, 11, 0
211, 1891, 01:42:00, 11, 5, 0
212, 1805, 02:19:55, 14, 8, 0
213, 868, 02:35:41, 11, 17, 0
214, 904, 01:45:56, 12, 7, 0
215, 63, 01:22:07, 5, 10, 0
216, 1698, 02:18:23, 7, 16, 0
217, 906, 02:25:52, 9, 14, 0
218, 1740, 01:57:22, 9, 11, 0
219, 1648, 01:38:45, 8, 10, 0
220, 1295, 01:27:37, 7, 8, 0
221, 444, 02:08:28, 9, 13, 0
222, 618, 02:31:38, 10, 15, 0
223, 723, 01:29:13, 5, 10, 0
224, 121, 01:33:53, 6, 8, 0
225, 1415, 01:51:43, 10, 9, 0
226, 1825, 03:06:50, 14, 16, 0
227, 934, 01:27:08, 7, 8, 0
228, 1774, 01:38:48, 7, 11, 0
229, 679, 01:50:26, 8, 10, 0
230, 911, 01:27:49, 13, 3, 0
231, 446, 01:40:08, 7, 10, 0
232, 1072, 01:21:27, 5, 9, 0
233, 113, 01:11:51, 5, 8, 0
234, 475, 01:51:25, 8, 10, 0
235, 146, 02:22:53, 13, 10, 0
236, 1450, 01:57:22, 10, 11, 0
237, 255, 02:36:59, 13, 13, 0
238, 292, 02:31:13, 16, 8, 0
239, 1325, 02:14:45, 11, 10, 0
240, 1856, 01:49:29, 5, 13, 0
241, 1142, 01:34:31, 7, 9, 0
242, 675, 01:11:54, 4, 9, 0
243, 996, 01:43:12, 9, 9, 0
244, 83, 02:01:29, 10, 9, 0
245, 1030, 01:38:54, 6, 9, 0
246, 616, 01:27:44, 8, 6, 0
247, 107, 01:57:01, 7, 12, 0
248, 287, 02:18:37, 8, 15, 0
249, 1076, 02:06:29, 12, 9, 0
250, 1858, 01:10:13, 6, 7, 0
251, 318, 02:10:25, 12, 10, 0
252, 249, 01:30:39, 9, 6, 0
253, 866, 01:35:08, 12, 5, 0
254, 673, 02:14:36, 14, 7, 0
255, 547, 00:49:37, 5, 4, 0
256, 801, 02:30:58, 17, 8, 0
257, 513, 01:51:25, 16, 3, 0
258, 494, 02:09:42, 13, 9, 0
259, 199, 02:00:49, 10, 11, 0
260, 586, 01:28:40, 7, 7, 0
261, 245, 02:00:17, 14, 6, 0
262, 208, 01:27:50, 7, 10, 0
263, 467, 01:58:04, 13, 9, 0
264, 873, 01:18:45, 7, 8, 0
265, 1714, 01:56:41, 10, 10, 0
266, 1397, 02:36:03, 13, 14, 0
267, 79, 02:16:03, 7, 17, 0
268, 473, 01:31:19, 8, 6, 0
269, 1538, 02:15:21, 11, 12, 0
270, 1126, 02:11:34, 8, 14, 0
271, 1778, 02:51:14, 15, 14, 0
272, 1708, 02:18:24, 10, 13, 0
273, 1212, 01:16:33, 5, 8, 0
274, 972, 02:09:37, 11, 9, 0
275, 1053, 02:09:34, 12, 11, 0
276, 714, 01:38:17, 6, 10, 0
277, 404, 02:56:18, 16, 14, 0
278, 1441, 01:46:44, 6, 13, 0
279, 1994, 01:20:48, 7, 6, 0
280, 676, 02:10:58, 11, 11, 0
281, 1980, 01:50:35, 10, 9, 0
282, 1320, 01:57:39, 12, 7, 0
283, 1637, 01:45:26, 13, 6, 0
284, 1359, 01:59:57, 11, 9, 0
285, 185, 02:17:16, 12, 10, 0
286, 436, 02:50:40, 14, 13, 0
287, 431, 02:40:04, 9, 17, 0
288, 1618, 01:54:35, 11, 9, 0
289, 410, 01:23:30, 7, 8, 0
290, 1950, 02:14:14, 15, 9, 0
291, 801, 01:32:04, 5, 10, 0
292, 1018, 01:51:13, 7, 11, 0
293, 1882, 01:35:13, 12, 5, 0
294, 89, 01:09:01, 5, 6, 0
295, 975, 02:25:53, 7, 17, 0
296, 480, 01:18:30, 7, 7, 0
297, 1615, 02:14:50, 9, 13, 0
298, 1733, 01:41:24, 8, 9, 0
299, 3, 01:58:54, 7, 13, 0
300, 1356, 02:54:22, 10, 18, 0
301, 1853, 01:31:25, 10, 7, 0
302, 462, 02:26:10, 12, 13, 0
303, 61, 02:43:57, 15, 13, 0
304, 72, 01:59:03, 9, 10, 0
305, 590, 01:35:35, 11, 6, 0
306, 1527, 01:59:41, 8, 14, 0
307, 819, 02:51:42, 11, 16, 0
308, 68, 02:21:30, 9, 15, 0
309, 961, 01:34:12, 12, 4, 0
310, 181, 02:04:52, 12, 9, 0
311, 1740, 02:08:04, 14, 7, 0
312, 1099, 01:51:52, 9, 9, 0
313, 1951, 01:38:09, 9, 8, 0
314, 119, 02:07:46, 12, 10, 0
315, 946, 02:02:16, 11, 7, 0
316, 586, 02:20:54, 8, 16, 0
317, 622, 01:54:40, 5, 12, 0
318, 1392, 03:18:51, 20, 11, 0
319, 403, 01:31:28, 9, 7, 0
320, 1766, 02:08:19, 11, 11, 0
321, 715, 01:38:50, 12, 5, 0
322, 1043, 01:27:00, 5, 9, 0
323, 1368, 02:04:21, 10, 10, 0
324, 362, 01:40:19, 7, 10, 0
325, 1025, 02:05:48, 9, 12, 0
326, 998, 01:11:46, 7, 5, 0
327, 1831, 02:30:15, 13, 12, 0
328, 418, 01:32:41, 7, 9, 0
329, 19, 01:44:48, 11, 6, 0
330, 1147, 01:49:33, 6, 12, 0
331, 1508, 02:04:06, 10, 12, 0
332, 1370, 01:55:09, 14, 4, 0
333, 1385, 01:44:13, 5, 11, 0
334, 925, 02:09:41, 8, 15, 0
335, 197, 02:04:17, 14, 10, 0
336, 1563, 02:01:36, 15, 8, 0
337, 309, 02:14:17, 12, 11, 0
338, 267, 02:02:18, 8, 12, 0
339, 1435, 01:33:46, 5, 12, 0
340, 1856, 01:45:24, 7, 11, 0
341, 1136, 01:23:55, 3, 10, 0
342, 418, 01:57:05, 10, 10, 0
343, 1740, 01:47:11, 15, 4, 0
344, 1155, 02:10:32, 9, 14, 0
345, 1274, 02:04:37, 14, 8, 0
346, 1470, 02:06:25, 10, 12, 0
347, 579, 02:29:09, 12, 11, 0
348, 1418, 02:26:54, 9, 17, 0
349, 853, 02:06:44, 8, 14, 0
350, 667, 01:54:04, 8, 11, 0
351, 1012, 02:07:32, 11, 9, 0
352, 859, 02:24:29, 10, 15, 0
353, 647, 01:44:54, 7, 11, 0
354, 1824, 02:37:51, 13, 14, 0
355, 812, 01:28:22, 8, 6, 0
356, 289, 01:52:20, 12, 8, 0
357, 936, 01:58:10, 6, 13, 0
358, 1975, 02:20:50, 16, 9, 0
359, 811, 01:43:59, 10, 7, 0
360, 1466, 01:27:11, 6, 9, 0
361, 991, 01:57:32, 14, 6, 0
362, 524, 01:40:58, 10, 9, 0
363, 1890, 02:24:56, 11, 12, 0
364, 1495, 01:30:42, 8, 7, 0
365, 1509, 02:03:39, 14, 7, 0
366, 1065, 01:39:26, 5, 11, 0
367, 197, 01:10:05, 7, 5, 0
368, 1999, 01:57:37, 12, 7, 0
369, 1600, 02:05:34, 9, 11, 0
370, 210, 02:05:03, 10, 10, 0
371, 1750, 01:32:33, 9, 9, 0
372, 1585, 01:19:13, 7, 8, 0
373, 262, 01:32:24, 7, 9, 0
374, 277, 02:27:44, 15, 10, 0
375, 160, 02:02:03, 11, 10, 0
376, 1888, 02:46:33, 9, 19, 0
377, 1938, 01:36:42, 11, 5, 0
378, 670, 01:13:42, 6, 7, 0
379, 1699, 02:28:06, 9, 15, 0
380, 317, 01:52:39, 8, 10, 0
381, 143, 01:38:24, 7, 11, 0
382, 1797, 01:44:50, 8, 11, 0
383, 1778, 01:54:56, 11, 8, 0
384, 1802, 01:47:47, 9, 10, 0
385, 98, 01:47:53, 12, 6, 0
386, 1992, 02:53:32, 10, 19, 0
387, 1376, 01:23:18, 7, 8, 0
388, 956, 01:08:02, 6, 5, 0
389, 1386, 02:16:01, 11, 12, 0
390, 1948, 02:00:46, 7, 13, 0
391, 1883, 01:50:06, 7, 13, 0
392, 1231, 02:33:13, 15, 10, 0
393, 277, 01:46:27, 8, 9, 0
394, 19, 02:29:42, 15, 11, 0
395, 1290, 02:28:50, 10, 16, 0
396, 982, 02:01:04, 11, 10, 0
397, 1827, 01:44:40, 8, 10, 0
398, 1565, 01:43:47, 10, 9, 0
399, 1467, 01:41:43, 8, 9, 0
400, 1542, 02:21:04, 7, 17, 0
401, 1421, 01:38:44, 8, 9, 0
402, 1996, 01:23:00, 11, 4, 0
403, 1147, 02:41:43, 14, 15, 0
404, 1724, 02:13:21, 11, 11, 0
405, 1967, 01:34:49, 10, 6, 0
406, 301, 02:11:48, 15, 8, 0
407, 133, 01:22:13, 6, 8, 0
408, 1799, 02:13:43, 13, 10, 0
409, 597, 01:42:42, 8, 8, 0
410, 5, 03:00:10, 16, 13, 0
411, 1634, 02:25:43, 17, 7, 0
412, 429, 01:27:35, 9, 8, 0
413, 990, 02:23:03, 12, 12, 0
414, 1363, 02:03:21, 15, 6, 0
415, 1556, 01:28:17, 6, 9, 0
416, 635, 02:08:12, 10, 12, 0
417, 565, 01:32:42, 11, 5, 0
418, 315, 02:00:46, 12, 9, 0
419, 839, 01:42:06, 7, 11, 0
420, 834, 01:41:19, 9, 8, 0
421, 1000, 02:11:28, 8, 14, 0
422, 1545, 02:29:26, 13, 14, 0
423, 1997, 02:30:14, 14, 13, 0
424, 280, 02:21:40, 12, 12, 0
425, 319, 01:24:32, 10, 6, 0
426, 1682, 01:37:54, 9, 7, 0
427, 1365, 02:29:09, 12, 12, 0
428, 706, 02:10:38, 8, 13, 0
429, 1038, 02:35:27, 11, 14, 0
430, 218, 02:34:55, 12, 15, 0
431, 50, 03:13:50, 18, 15, 0
432, 528, 01:28:22, 3, 11, 0
433, 867, 02:05:25, 10, 11, 0
434, 1922, 02:08:08, 12, 11, 0
435, 762, 02:08:18, 11, 11, 0
436, 1416, 01:42:59, 7, 11, 0
437, 1536, 02:26:16, 16, 9, 0
438, 516, 01:40:14, 10, 7, 0
439, 440, 02:06:40, 9, 12, 0
440, 1388, 01:31:48, 5, 11, 0
441, 36, 01:13:26, 6, 6, 0
442, 161, 01:26:22, 6, 10, 0
443, 1784, 02:55:00, 19, 12, 0
444, 1987, 01:50:38, 7, 11, 0
445, 787, 01:21:57, 8, 6, 0
446, 1523, 01:39:48, 5, 11, 0
447, 1783, 02:26:51, 10, 14, 0
448, 896, 01:18:48, 9, 5, 0
449, 815, 02:38:37, 12, 14, 0
450, 360, 01:58:35, 13, 7, 0
451, 1115, 01:49:54, 5, 11, 0
452, 1640, 02:21:17, 6, 16, 0
453, 1029, 01:09:01, 6, 5, 0
454, 1113, 02:01:25, 11, 9, 0
455, 1746, 02:45:00, 13, 15, 0
456, 1642, 02:40:52, 12, 11, 0
457, 1278, 01:37:19, 8, 10, 0
458, 1592, 01:40:12, 4, 13, 0
459, 1931, 01:49:27, 10, 10, 0
460, 673, 01:53:26, 9, 11, 0
461, 1632, 01:49:51, 12, 8, 0
462, 631, 02:34:17, 16, 10, 0
463, 1423, 01:48:18, 12, 6, 0
464, 1150, 01:52:46, 8, 10, 0
465, 547, 01:48:34, 7, 10, 0
466, 1936, 02:08:09, 12, 9, 0
467, 1396, 01:58:43, 9, 11, 0
468, 205, 02:13:01, 12, 9, 0
469, 1428, 01:42:39, 12, 6, 0
470, 743, 01:49:49, 11, 6, 0
471, 718, 01:11:52, 4, 9, 0
472, 1580, 01:44:27, 8, 11, 0
473, 773, 02:39:25, 9, 17, 0
474, 187, 02:11:17, 10, 13, 0
475, 616, 01:56:31, 11, 7, 0
476, 422, 02:07:43, 4, 16, 0
477, 1109, 01:21:54, 7, 7, 0
478, 1544, 01:53:19, 10, 9, 0
479, 744, 02:15:45, 13, 11, 0
480, 1193, 02:16:43, 8, 14, 0
481, 1630, 02:25:54, 15, 11, 0
482, 965, 01:55:56, 13, 8, 0
483, 716, 01:42:28, 8, 8, 0
484, 688, 01:50:18, 10, 9, 0
485, 1725, 01:47:56, 7, 12, 0
486, 1272, 02:10:53, 10, 12, 0
487, 860, 01:57:35, 11, 8, 0
488, 1553, 02:31:42, 10, 13, 0
489, 661, 02:17:13, 9, 14, 0
490, 704, 02:13:46, 6, 17, 0
491, 687, 01:57:29, 6, 12, 0
492, 118, 02:03:37, 10, 13, 0
493, 1735, 01:57:07, 12, 9, 0
494, 1420, 02:11:40, 10, 13, 0
495, 1088, 01:51:05, 9, 9, 0
496, 1751, 01:22:45, 6, 9, 0
497, 1212, 01:25:31, 4, 9, 0
498, 1139, 01:41:28, 9, 8, 0
499, 110, 02:04:55, 13, 8, 0
500, 995, 01:35:53, 9, 8, 0
501, 625, 01:06:49, 6, 6, 0
502, 1244, 02:01:24, 13, 8, 0
503, 1271, 01:16:54, 4, 10, 0
504, 1163, 01:55:10, 8, 12, 0
505, 1083, 01:23:18, 6, 8, 0
506, 577, 01:56:56, 9, 10, 0
507, 1383, 02:44:25, 13, 15, 0
508, 581, 02:20:31, 10, 13, 0
509, 838, 02:32:17, 14, 10, 0
510, 1364, 02:03:56, 11, 10, 0
511, 485, 02:12:57, 11, 10, 0
512, 1494, 02:37:22, 13, 13, 0
513, 867, 01:39:20, 6, 12, 0
514, 698, 02:24:24, 9, 17, 0
515, 1787, 01:07:53, 6, 7, 0
516, 1090, 01:49:15, 9, 10, 0
517, 27, 02:36:04, 15, 10, 0
518, 1593, 01:59:00, 9, 11, 0
519, 976, 01:45:44, 7, 10, 0
520, 298, 01:27:22, 4, 13, 0
521, 1912, 02:36:09, 5, 22, 0
522, 346, 02:23:40, 12, 12, 0
523, 1668, 01:57:45, 12, 7, 0
524, 749, 01:19:43, 9, 4, 0
525, 1162, 02:05:50, 11, 10, 0
526, 533, 02:04:11, 7, 14, 0
527, 1462, 01:57:46, 11, 9, 0
528, 1903, 02:07:00, 11, 11, 0
529, 648, 02:06:29, 14, 9, 0
530, 514, 02:01:42, 13, 8, 0
531, 187, 00:56:40, 4, 5, 0
532, 453, 01:32:06, 8, 7, 0
533, 1442, 01:51:05, 11, 9, 0
534, 964, 02:07:53, 7, 16, 0
535, 725, 01:11:38, 7, 6, 0
536, 1813, 02:55:36, 12, 17, 0
537, 1337, 02:14:26, 11, 12, 0
538, 1771, 01:25:01, 8, 7, 0
539, 1948, 01:29:49, 7, 7, 0
540, 1927, 01:29:35, 8, 7, 0
541, 157, 02:19:59, 11, 13, 0
542, 250, 01:42:50, 11, 7, 0
543, 495, 02:29:03, 16, 10, 0
544, 934, 02:06:41, 15, 7, 0
545, 818, 01:40:35, 11, 7, 0
546, 554, 01:40:52, 6, 10, 0
547, 332, 01:42:29, 5, 12, 0
548, 538, 02:53:43, 17, 12, 0
549, 1489, 00:57:25, 1, 10, 0
550, 1641, 01:51:09, 11, 8, 0
551, 1306, 02:30:33, 10, 15, 0
552, 1314, 02:32:28, 9, 16, 0
553, 1412, 02:14:17, 12, 11, 0
554, 1415, 01:30:34, 10, 5, 0
555, 984, 01:47:09, 7, 11, 0
556, 850, 02:04:10, 15, 6, 0
557, 628, 01:48:18, 7, 11, 0
558, 1066, 02:38:57, 18, 10, 0
559, 607, 02:03:14, 11, 10, 0
560, 1067, 01:59:00, 13, 9, 0
561, 922, 01:58:51, 13, 7, 0
562, 1295, 02:15:15, 13, 10, 0
563, 204, 01:13:01, 7, 4, 0
564, 366, 02:09:57, 11, 13, 0
565, 1206, 02:10:29, 5, 16, 0
566, 1602, 02:00:42, 14, 7, 0
567, 746, 01:47:06, 9, 9, 0
568, 199, 02:05:24, 13, 8, 0
569, 1636, 02:04:15, 8, 13, 0
570, 1028, 01:55:26, 11, 9, 0
571, 1247, 02:47:49, 13, 16, 0
572, 238, 01:18:04, 5, 8, 0
573, 1324, 02:08:44, 10, 12, 0
574, 1233, 01:05:27, 7, 5, 0
575, 1835, 02:33:40, 10, 15, 0
576, 1920, 02:32:51, 8, 17, 0
577, 1864, 02:14:41, 11, 12, 0
578, 1592, 02:45:20, 14, 14, 0
579, 162, 01:53:19, 10, 9, 0
580, 626, 02:58:05, 16, 13, 0
581, 333, 01:24:15, 10, 7, 0
582, 387, 01:28:13, 7, 7, 0
583, 1538, 01:29:13, 8, 7, 0
584, 1500, 02:20:00, 14, 11, 0
585, 1533, 02:08:51, 12, 10, 0
586, 52, 01:35:19, 6, 10, 0
587, 113, 02:15:30, 10, 13, 0
588, 1159, 01:23:36, 9, 7, 0
589, 21, 02:25:59, 15, 9, 0
590, 1831, 01:54:28, 10, 9, 0
591, 882, 01:36:30, 11, 6, 0
592, 14, 02:01:57, 14, 6, 0
593, 1028, 01:53:25, 7, 11, 0
594, 216, 01:17:30, 6, 8, 0
595, 1089, 02:48:30, 15, 13, 0
596, 154, 02:03:21, 12, 10, 0
597, 421, 01:39:33, 9, 8, 0
598, 16, 01:59:34, 11, 9, 0
599, 1866, 02:07:19, 11, 11, 0
600, 1446, 01:44:09, 9, 8, 0
601, 984, 02:42:42, 14, 15, 0
602, 329, 01:50:36, 12, 7, 0
603, 202, 02:27:39, 10, 14, 0
604, 374, 02:10:31, 14, 9, 0
605, 696, 01:28:06, 10, 6, 0
606, 166, 01:54:05, 11, 9, 0
607, 1915, 01:16:24, 4, 9, 0
608, 1171, 01:26:21, 5, 11, 0
609, 1062, 02:09:07, 11, 12, 0
610, 1993, 02:18:07, 11, 11, 0
611, 1870, 02:16:43, 10, 14, 0
612, 1353, 01:57:21, 10, 9, 0
613, 1287, 02:24:43, 16, 9, 0
614, 1968, 01:40:07, 8, 8, 0
615, 1731, 01:52:16, 10, 9, 0
616, 1256, 01:29:32, 9, 7, 0
617, 1540, 02:32:47, 14, 11, 0
618, 1005, 02:06:00, 9, 14, 0
619, 532, 01:53:01, 10, 10, 0
620, 1985, 01:51:51, 12, 9, 0
621, 352, 01:20:04, 6, 8, 0
622, 804, 01:56:15, 13, 6, 0
623, 178, 01:43:03, 11, 7, 0
624, 813, 02:12:48, 14, 8, 0
625, 1452, 02:02:10, 9, 12, 0
626, 1649, 01:40:18, 11, 5, 0
627, 57, 02:07:03, 9, 12, 0
628, 1550, 01:08:09, 5, 5, 0
629, 264, 01:30:21, 9, 8, 0
630, 1869, 02:50:32, 14, 16, 0
631, 96, 01:52:31, 6, 12, 0
632, 1540, 02:18:37, 8, 14, 0
633, 167, 01:56:55, 9, 12, 0
634, 758, 01:25:12, 9, 6, 0
635, 1070, 02:12:53, 10, 11, 0
636, 221, 02:16:47, 7, 16, 0
637, 1475, 02:07:50, 9, 13, 0
638, 218, 01:35:41, 7, 9, 0
639, 406, 02:08:37, 10, 11, 0
640, 1301, 02:33:19, 16, 9, 0
641, 894, 01:05:59, 6, 5, 0
642, 671, 01:59:48, 8, 11, 0
643, 436, 01:28:48, 10, 5, 0
644, 1703, 01:25:32, 6, 9, 0
645, 1665, 01:42:49, 11, 6, 0
646, 652, 02:23:00, 11, 12, 0
647, 1754, 02:08:41, 11, 11, 0
648, 420, 02:08:57, 10, 12, 0
649, 1429, 01:36:10, 10, 7, 0
650, 161, 02:22:51, 12, 13, 0
