254,1191,04:39:47,19,7,12,0
255,32,04:57:46,19,11,8,0
256,851,04:45:08,18,12,6,0
257,587,05:09:18,21,7,14,0
258,724,06:24:47,27,17,10,0
259,621,06:56:33,28,13,15,0
260,947,04:34:26,20,10,10,0
261,552,03:16:32,15,4,11,0
262,1275,03:57:16,16,5,11,0
263,1633,05:12:23,21,10,11,0
264,931,03:05:55,13,8,5,0
265,1126,06:17:50,25,14,11,0
266,1823,03:46:02,15,8,7,0
267,1344,04:02:58,17,3,14,0
268,96,04:56:59,20,10,10,0
269,650,04:37:49,19,11,8,0
270,1014,05:24:54,22,9,13,0
271,1215,05:11:00,21,17,4,0
272,82,05:34:32,22,10,12,0
273,503,06:53:55,25,11,14,0
274,702,04:15:01,18,6,12,0
275,1793,05:14:04,21,13,8,0
276,1603,05:19:57,21,12,9,0
277,802,06:27:00,28,12,16,0
278,1196,03:53:13,17,5,12,0
279,1536,04:37:24,20,8,12,0
280,1753,04:18:39,19,9,10,0
281,1271,06:30:50,28,10,18,0
282,350,04:33:01,19,8,11,0
283,340,06:56:18,26,12,14,0
284,527,06:09:23,25,13,12,0
285,483,05:17:05,22,13,9,0
286,1529,03:44:52,15,8,7,0
287,225,05:10:37,19,10,9,0
288,1136,04:48:05,19,12,7,0
289,83,04:53:43,20,6,14,0
290,1479,05:50:09,25,11,14,0
291,1700,05:06:49,22,10,12,0
292,101,05:48:22,24,9,15,0
293,1050,04:08:43,16,2,14,0
294,1531,04:43:47,18,10,8,0
295,1233,05:59:36,24,10,14,0
296,1822,03:24:06,13,6,7,0
297,1973,05:25:33,21,15,6,0
298,796,05:38:28,24,13,11,0
299,79,06:27:59,27,11,16,0
300,1510,05:23:15,23,11,12,0
301,1153,06:00:35,24,9,15,0
302,1176,03:38:39,16,7,9,0
303,1080,05:54:55,26,9,17,0
304,1913,03:10:31,15,8,7,0
305,477,06:25:34,27,11,16,0
306,1247,05:14:21,25,9,16,0
307,1624,06:06:28,25,15,10,0
308,926,05:37:34,22,13,9,0
309,91,04:39:28,19,12,7,0
310,1325,06:35:10,25,19,6,0
311,269,03:43:27,14,6,8,0
312,555,03:51:34,17,12,5,0
313,237,06:56:49,27,10,17,0
314,1787,04:22:04,17,7,10,0
315,610,04:42:04,19,10,9,0
316,1087,04:55:34,19,12,7,0
317,37,03:48:43,16,6,10,0
318,765,05:23:00,23,12,11,0
319,818,02:51:45,12,5,7,0
320,1910,05:06:21,21,10,11,0
321,1441,02:50:30,14,8,6,0
322,1935,02:50:39,13,9,4,0
323,1332,05:32:42,22,9,13,0
324,229,05:09:19,21,8,13,0
325,611,06:57:27,29,10,19,0
326,268,04:02:15,17,9,8,0
327,1735,04:50:11,19,12,7,0
328,1422,04:33:33,20,7,13,0
329,1049,06:45:37,29,17,12,0
330,1667,05:52:04,23,12,11,0
331,246,06:37:17,27,14,13,0
332,1970,04:02:27,16,6,10,0
333,1654,04:08:00,19,12,7,0
334,1017,03:51:33,15,8,7,0
335,1079,04:46:35,18,9,9,0
336,780,04:26:22,18,7,11,0
337,1467,04:33:35,18,7,11,0
338,837,03:22:23,13,6,7,0
339,710,05:27:45,24,10,14,0
340,1391,07:41:24,32,17,15,0
341,1304,04:43:54,18,10,8,0
342,1425,04:40:59,20,7,13,0
343,1155,02:22:19,9,6,3,0
344,1098,04:33:51,19,11,8,0
345,1067,05:50:05,23,13,10,0
346,1591,04:26:11,20,8,12,0
347,1788,04:04:41,17,9,8,0
348,438,04:54:09,21,10,11,0
349,5,06:59:03,28,10,18,0
350,1336,05:14:54,21,9,12,0
351,902,03:44:00,17,7,10,0
352,404,04:03:19,16,6,10,0
353,1158,05:01:26,19,10,9,0
354,1697,04:39:53,18,12,6,0
355,276,02:56:31,13,9,4,0
356,149,03:22:41,14,5,9,0
357,1724,05:40:21,23,12,11,0
358,1899,05:12:05,22,13,9,0
359,544,07:11:08,30,13,17,0
360,593,06:43:38,27,12,15,0
361,1199,07:28:59,30,17,13,0
362,1102,05:27:06,22,14,8,0
363,1674,04:48:59,20,8,12,0
364,1552,04:45:05,20,13,7,0
365,1925,03:57:00,17,9,8,0
366,1153,05:05:48,20,9,11,0
367,1419,04:39:28,21,10,11,0
368,807,04:10:52,18,13,5,0
369,806,06:33:37,27,11,16,0
370,613,03:02:15,12,7,5,0
371,328,05:52:27,24,9,15,0
372,1928,04:56:36,22,8,14,0
373,1023,05:53:05,25,15,10,0
374,1131,05:13:19,22,11,11,0
375,1188,03:15:06,16,7,9,0
376,407,04:27:07,19,8,11,0
377,1598,04:37:27,19,11,8,0
378,1644,05:25:09,23,8,15,0
379,1591,05:15:19,21,15,6,0
380,636,04:45:47,20,4,16,0
381,1537,06:16:38,25,13,12,0
382,1362,03:45:25,14,8,6,0
383,924,05:23:28,22,12,10,0
384,1611,07:35:16,29,18,11,0
385,1922,06:12:05,24,13,11,0
386,647,05:31:06,22,14,8,0
387,756,05:00:19,22,11,11,0
388,1922,03:54:28,19,14,5,0
389,449,06:00:13,24,12,12,0
390,1890,06:11:22,24,13,11,0
391,36,05:23:25,22,15,7,0
392,125,05:11:04,21,13,8,0
393,575,05:26:39,21,10,11,0
394,1606,05:17:36,21,11,10,0
395,1949,03:52:39,16,3,13,0
396,53,03:02:49,13,8,5,0
397,773,05:02:32,20,15,5,0
398,1918,05:00:17,21,11,10,0
399,904,04:34:07,19,7,12,0
400,1480,04:16:23,17,11,6,0
401,567,03:37:53,15,8,7,0
402,121,05:14:44,23,18,5,0
403,923,05:21:27,23,16,7,0
404,1687,02:45:47,13,6,7,0
405,1929,04:04:13,17,8,9,0
406,1877,05:52:34,23,12,11,0
407,336,04:18:34,18,6,12,0
408,468,03:56:27,16,9,7,0
409,820,03:23:59,14,7,7,0
410,335,02:36:55,12,7,5,0
411,55,04:45:01,20,14,6,0
412,1522,05:38:03,23,13,10,0
413,726,04:54:46,21,8,13,0
414,411,03:34:20,16,8,8,0
415,1851,03:50:41,17,10,7,0
416,1531,05:42:55,24,9,15,0
417,790,04:19:30,18,10,8,0
418,1319,05:05:53,21,14,7,0
419,93,04:32:07,17,11,6,0
420,1663,05:38:38,21,9,12,0
421,866,04:53:13,19,14,5,0
422,63,05:37:38,23,11,12,0
423,577,03:34:52,14,7,7,0
424,548,05:01:08,19,12,7,0
425,633,05:48:33,24,14,10,0
426,1818,04:45:36,19,7,12,0
427,409,07:01:32,28,9,19,0
428,524,04:56:30,20,12,8,0
429,1693,06:13:20,26,7,19,0
430,1307,04:30:48,18,12,6,0
431,1573,04:53:05,18,7,11,0
432,1008,03:55:02,15,8,7,0
433,1956,06:39:43,28,13,15,0
434,1201,05:49:30,25,11,14,0
435,1287,02:45:57,12,7,5,0
436,1620,03:42:50,14,12,2,0
437,1190,04:47:50,23,13,10,0
438,599,04:19:04,18,8,10,0
439,590,04:32:42,18,12,6,0
440,1378,03:10:32,15,7,8,0
441,13,04:22:49,18,6,12,0
442,70,07:17:32,29,10,19,0
443,1465,04:39:15,18,12,6,0
444,671,03:37:11,15,7,8,0
445,570,05:17:20,21,11,10,0
446,435,05:44:53,22,10,12,0
447,1499,04:00:59,15,8,7,0
448,944,02:58:19,13,6,7,0
449,970,06:37:17,28,17,11,0
450,659,05:55:57,25,7,18,0
451,1899,08:13:13,36,23,13,0
452,538,03:15:01,14,7,7,0
453,1990,04:13:28,15,10,5,0
454,1029,02:51:28,12,5,7,0
455,1502,03:40:55,14,7,7,0
456,1307,03:50:48,16,4,12,0
457,1200,06:14:25,24,13,11,0
458,185,03:44:18,17,7,10,0
459,368,06:09:52,25,16,9,0
460,608,04:59:00,20,14,6,0
461,328,06:33:30,28,12,16,0
462,1201,04:08:47,17,7,10,0
463,1424,05:38:55,24,16,8,0
464,1761,04:11:47,18,8,10,0
465,1932,05:19:01,22,10,12,0
466,1385,03:59:09,17,6,11,0
467,1189,05:52:13,24,11,13,0
468,362,04:31:48,19,11,8,0
469,439,06:13:21,27,17,10,0
470,1194,03:11:52,12,4,8,0
471,1682,08:00:49,32,15,17,0
472,1461,04:58:04,21,14,7,0
473,902,05:13:57,20,12,8,0
474,181,02:10:36,9,5,4,0
475,848,02:59:43,13,7,6,0
476,319,06:03:17,25,12,13,0
477,1831,05:29:11,22,14,8,0
478,1543,05:06:18,20,10,10,0
479,1453,04:55:44,21,10,11,0
480,526,04:48:56,20,10,10,0
481,1983,05:55:21,26,12,14,0
482,266,06:12:31,25,8,17,0
483,469,05:49:28,24,15,9,0
484,110,03:33:52,15,10,5,0
485,1514,03:33:44,15,7,8,0
486,48,04:10:43,16,8,8,0
487,562,05:09:05,21,14,7,0
488,751,04:29:53,17,9,8,0
489,1711,04:05:34,17,7,10,0
490,479,06:31:18,27,17,10,0
491,1328,04:11:15,17,6,11,0
492,1885,06:18:59,26,15,11,0
493,1294,04:55:53,19,11,8,0
494,815,03:27:13,14,7,7,0
495,1341,05:39:17,22,10,12,0
496,160,04:23:13,18,8,10,0
497,129,05:45:03,24,10,14,0
498,338,04:41:31,19,10,9,0
499,1593,03:18:40,13,10,3,0
500,936,04:37:46,21,11,10,0
501,1880,04:32:05,20,9,11,0
502,470,06:09:50,27,10,17,0
503,535,04:24:14,17,8,9,0
504,673,04:01:59,18,14,4,0
505,1477,06:09:23,26,12,14,0
506,1579,03:31:04,14,6,8,0
507,864,05:02:18,22,11,11,0
508,1729,03:44:43,15,11,4,0
509,1385,05:29:05,22,11,11,0
510,1520,06:16:02,27,10,17,0
511,1070,04:51:34,20,11,9,0
512,1680,05:21:58,21,14,7,0
513,270,04:28:35,18,7,11,0
514,156,03:40:45,16,11,5,0
515,105,04:14:40,17,7,10,0
516,1173,02:01:34,8,3,5,0
517,1013,03:40:33,15,6,9,0
518,443,07:54:50,32,17,15,0
519,138,04:10:51,18,8,10,0
520,629,04:24:28,18,11,7,0
521,407,04:16:12,19,8,11,0
522,1668,06:35:59,25,12,13,0
523,167,06:43:28,28,18,10,0
524,1971,03:21:30,13,7,6,0
525,467,04:03:15,17,11,6,0
526,911,04:09:30,17,9,8,0
527,1799,03:47:21,16,5,11,0
528,162,05:51:19,22,12,10,0
529,109,05:04:13,21,10,11,0
530,112,05:37:10,23,10,13,0
531,1891,05:18:48,24,16,8,0
532,801,05:33:55,23,14,9,0
533,903,02:52:09,13,6,7,0
534,505,03:19:41,12,5,7,0
535,416,03:39:32,15,10,5,0
536,887,03:37:29,14,4,10,0
537,7,03:36:42,15,8,7,0
538,665,03:47:08,15,8,7,0
539,1617,04:16:26,17,8,9,0
540,460,05:03:39,21,9,12,0
541,1540,04:53:34,19,7,12,0
542,203,03:34:35,14,9,5,0
543,773,05:18:41,20,11,9,0
544,1993,06:15:01,26,11,15,0
545,1528,06:21:26,24,11,13,0
546,138,02:37:52,11,5,6,0
547,74,03:54:11,17,10,7,0
548,186,03:20:29,13,5,8,0
549,1792,05:30:21,22,8,14,0
550,1152,03:23:37,15,8,7,0
551,1381,04:17:36,16,9,7,0
552,562,04:51:14,20,10,10,0
553,378,05:57:44,24,15,9,0
554,19,04:41:07,21,10,11,0
555,164,05:49:04,24,14,10,0
556,298,04:30:45,19,8,11,0
557,374,05:58:12,24,11,13,0
558,1926,04:09:48,19,9,10,0
559,1664,05:28:36,24,12,12,0
560,113,04:02:33,16,7,9,0
561,236,03:55:49,16,10,6,0
562,1009,05:14:39,21,7,14,0
563,479,03:55:15,16,5,11,0
564,183,05:03:19,19,7,12,0
565,615,04:22:37,18,9,9,0
566,1997,04:27:13,19,15,4,0
567,1397,05:03:31,21,4,17,0
568,195,05:54:09,24,9,15,0
569,286,06:21:52,27,15,12,0
570,1661,05:21:40,22,7,15,0
571,442,04:05:44,17,11,6,0
572,519,03:16:21,15,6,9,0
573,1262,06:17:27,24,11,13,0
574,1069,03:52:27,17,8,9,0
575,971,03:55:23,17,9,8,0
576,1538,09:24:46,38,17,21,0
577,1243,05:14:34,22,10,12,0
578,1898,05:43:00,22,12,10,0
579,648,05:37:58,22,13,9,0
580,915,07:06:41,28,14,14,0
581,683,04:04:32,17,9,8,0
582,346,03:49:57,16,7,9,0
583,1840,04:24:52,20,7,13,0
584,117,05:05:40,20,13,7,0
585,1849,05:37:35,24,12,12,0
586,1660,06:44:07,27,8,19,0
587,1460,06:52:43,28,16,12,0
588,549,06:06:57,26,16,10,0
589,1959,07:01:24,29,14,15,0
590,1793,04:32:42,17,10,7,0
591,644,04:40:52,20,12,8,0
592,473,03:32:31,16,9,7,0
593,510,06:27:42,25,14,11,0
594,444,05:15:10,21,6,15,0
595,374,05:39:58,23,11,12,0
596,1992,05:14:49,21,14,7,0
597,989,04:25:00,18,10,8,0
598,799,04:14:29,17,8,9,0
599,918,05:49:11,22,10,12,0
600,1615,07:05:41,27,13,14,0
601,1732,03:28:37,15,10,5,0
602,1752,05:19:31,21,12,9,0
603,758,05:17:48,23,10,13,0
604,1262,03:06:30,12,3,9,0
605,498,03:49:14,16,10,6,0
606,344,04:29:46,16,6,10,0
607,344,04:08:28,16,5,11,0
608,1989,03:16:52,14,10,4,0
609,21,04:47:42,20,9,11,0
610,1210,05:04:15,23,12,11,0
611,1051,06:15:41,24,10,14,0
612,1314,04:20:44,17,8,9,0
613,1980,04:58:19,21,8,13,0
614,334,05:42:13,24,16,8,0
615,569,05:06:06,21,12,9,0
616,43,05:03:19,23,8,15,0
617,1972,05:46:27,24,10,14,0
618,1836,04:33:01,19,7,12,0
619,1786,07:00:51,29,13,16,0
620,414,04:28:16,18,9,9,0
621,828,05:42:17,23,11,12,0
622,1124,04:53:45,18,9,9,0
623,1409,04:03:24,16,9,7,0
624,1023,05:39:17,21,9,12,0
625,655,06:37:02,27,13,14,0
626,712,05:52:29,25,9,16,0
627,485,06:57:10,28,20,8,0
628,934,05:18:13,25,16,9,0
629,888,03:37:53,14,5,9,0
630,211,03:57:54,16,13,3,0
631,1574,03:59:06,17,10,7,0
632,1016,03:29:07,14,4,10,0
633,1202,02:41:52,12,10,2,0
634,773,05:14:58,22,11,11,0
635,706,06:16:28,24,13,11,0
636,356,02:59:40,13,4,9,0
637,829,07:13:02,28,14,14,0
638,53,06:35:20,27,11,16,0
639,1527,03:40:05,16,5,11,0
640,771,07:10:54,28,14,14,0
641,1334,05:49:29,26,15,11,0
642,258,05:29:05,23,10,13,0
643,262,06:14:55,25,13,12,0
644,620,04:09:45,18,12,6,0
645,999,05:44:47,23,14,9,0
646,1562,03:49:41,16,7,9,0
647,1472,04:21:29,18,13,5,0
648,1110,04:13:53,16,8,8,0
649,1557,06:05:10,25,15,10,0
650,1050,04:12:04,17,9,8,0
651,252,05:26:19,24,11,13,0
652,1223,04:47:46,20,18,2,0
653,617,05:35:07,24,16,8,0
654,56,05:58:59,24,15,9,0
655,1030,04:42:29,19,8,11,0
656,1637,06:17:03,27,13,14,0
657,235,04:31:03,21,9,12,0
658,333,02:16:12,9,5,4,0
659,398,05:12:42,21,13,8,0
660,1987,03:10:46,14,8,6,0
661,692,05:46:44,23,12,11,0
662,1209,05:09:13,22,11,11,0
663,344,03:55:34,16,10,6,0
664,269,07:01:41,28,10,18,0
665,857,04:31:54,20,11,9,0
666,792,03:51:03,16,4,12,0
667,636,04:32:49,19,8,11,0
668,662,05:15:52,21,8,13,0
669,1903,03:45:05,16,5,11,0
670,1433,02:10:04,9,4,5,0
671,1282,04:39:34,21,7,14,0
672,1038,05:56:05,23,12,11,0
673,236,05:49:33,26,16,10,0
674,1921,05:26:19,21,9,12,0
675,1497,04:18:04,18,8,10,0
676,391,05:13:29,21,9,12,0
677,1841,03:26:35,15,7,8,0
678,336,04:35:02,18,10,8,0
679,435,05:03:58,18,8,10,0
680,324,03:44:30,16,8,8,0
681,227,04:02:27,16,7,9,0
682,1506,04:45:26,21,12,9,0
683,1186,05:38:19,24,9,15,0
684,1719,04:39:33,18,8,10,0
685,713,06:01:19,24,14,10,0
686,1286,04:51:59,20,9,11,0
687,597,05:00:03,20,9,11,0
688,1461,05:52:48,24,9,15,0
689,1187,04:52:31,19,10,9,0
690,1877,04:41:49,20,13,7,0
691,662,04:54:31,19,9,10,0
692,1425,06:12:18,26,14,12,0
693,1590,05:08:42,22,12,10,0
694,1231,04:16:37,19,9,10,0
695,424,03:51:13,16,9,7,0
696,1925,03:18:48,13,4,9,0
697,84,02:42:55,11,4,7,0
698,1376,04:17:18,20,11,9,0
699,1969,04:19:43,17,11,6,0
700,847,04:49:54,19,9,10,0
701,448,04:08:36,18,10,8,0
702,784,05:36:29,22,13,9,0
703,1898,06:18:09,25,14,11,0
704,1209,03:24:52,13,8,5,0
705,690,05:34:15,22,13,9,0
706,80,07:04:55,29,19,10,0
707,1535,05:50:31,24,12,12,0
708,147,04:41:23,21,15,6,0
709,1422,04:58:07,20,13,7,0
710,411,05:22:23,24,11,13,0
711,723,04:14:48,18,9,9,0
712,236,04:05:01,16,8,8,0
713,607,04:56:21,21,11,10,0
714,1637,05:29:07,22,9,13,0
715,715,03:19:11,14,7,7,0
716,45,05:07:53,21,13,8,0
717,1895,04:31:58,18,6,12,0
718,1418,04:25:23,19,10,9,0
719,131,03:18:55,15,8,7,0
720,919,01:46:43,8,6,2,0
721,196,04:56:22,21,10,11,0
722,1999,07:29:06,30,13,17,0
723,1739,06:20:46,26,12,14,0
724,1147,05:31:37,22,12,10,0
725,943,05:29:46,25,8,17,0
726,1758,03:19:03,12,5,7,0
727,1455,06:47:44,27,13,14,0
728,393,02:28:44,11,4,7,0
729,1134,04:30:16,17,10,7,0
730,703,05:18:45,22,13,9,0
731,1326,08:16:36,35,21,14,0
732,771,03:26:57,15,8,7,0
733,16,05:46:52,25,10,15,0
734,575,05:19:09,22,15,7,0
735,208,04:40:53,22,10,12,0
736,554,03:48:57,16,9,7,0
737,785,05:21:43,22,9,13,0
738,1778,03:57:29,16,7,9,0
739,1089,04:19:30,18,11,7,0
740,1659,05:37:52,23,10,13,0
741,1975,06:16:40,25,17,8,0
742,528,03:40:35,16,8,8,0
743,735,05:59:12,25,11,14,0
744,1259,04:21:23,17,8,9,0
745,294,06:28:09,26,15,11,0
746,1104,03:31:26,16,9,7,0
747,1484,05:03:57,21,7,14,0
748,768,06:17:26,25,10,15,0
749,513,03:43:50,16,7,9,0
750,223,05:12:41,21,11,10,0
751,259,06:58:56,29,13,16,0
752,1211,04:38:08,20,12,8,0
753,1781,02:04:39,9,4,5,0
754,757,03:55:50,17,7,10,0
755,1328,06:34:19,27,12,15,0
756,1830,05:56:39,24,14,10,0
