uid	username	loss_rate
512	512_username	33.3333
513	513_username	61.1111
514	514_username	31.2500
515	515_username	58.8235
516	516_username	62.5000
517	517_username	60.0000
518	518_username	46.8750
519	519_username	55.5556
520	520_username	38.8889
521	521_username	57.8947
522	522_username	52.0000
523	523_username	35.7143
524	524_username	46.1538
525	525_username	35.2941
526	526_username	47.0588
527	527_username	68.7500
528	528_username	45.4545
529	529_username	52.3810
530	530_username	56.5217
531	531_username	33.3333
532	532_username	39.1304
533	533_username	53.8462
534	534_username	58.3333
535	535_username	33.3333
536	536_username	71.4286
537	537_username	46.6667
538	538_username	46.6667
539	539_username	52.9412
540	540_username	57.1429
541	541_username	63.1579
542	542_username	35.7143
543	543_username	45.0000
544	544_username	57.6923
545	545_username	54.1667
546	546_username	54.5455
547	547_username	41.1765
548	548_username	61.5385
549	549_username	63.6364
550	550_username	46.6667
551	551_username	43.7500
552	552_username	50.0000
553	553_username	37.5000
554	554_username	52.3810
555	555_username	41.6667
556	556_username	57.8947
557	557_username	54.1667
558	558_username	52.6316
559	559_username	50.0000
560	560_username	56.2500
561	561_username	37.5000
562	562_username	66.6667
563	563_username	68.7500
564	564_username	63.1579
565	565_username	50.0000
566	566_username	21.0526
567	567_username	80.9524
568	568_username	62.5000
569	569_username	44.4444
570	570_username	68.1818
571	571_username	35.2941
572	572_username	60.0000
573	573_username	54.1667
574	574_username	52.9412
575	575_username	47.0588
576	576_username	55.2632
577	577_username	54.5455
578	578_username	45.4545
579	579_username	40.9091
580	580_username	50.0000
581	581_username	47.0588
582	582_username	56.2500
583	583_username	65.0000
584	584_username	35.0000
585	585_username	50.0000
586	586_username	70.3704
587	587_username	42.8571
588	588_username	38.4615
589	589_username	51.7241
590	590_username	41.1765
591	591_username	40.0000
592	592_username	43.7500
593	593_username	44.0000
594	594_username	71.4286
595	595_username	52.1739
596	596_username	33.3333
597	597_username	44.4444
598	598_username	52.9412
599	599_username	54.5455
600	600_username	51.8519
601	601_username	33.3333
602	602_username	42.8571
603	603_username	56.5217
604	604_username	75.0000
605	605_username	37.5000
606	606_username	62.5000
607	607_username	68.7500
608	608_username	28.5714
609	609_username	55.0000
610	610_username	47.8261
611	611_username	58.3333
612	612_username	52.9412
613	613_username	61.9048
614	614_username	33.3333
615	615_username	42.8571
616	616_username	65.2174
617	617_username	58.3333
618	618_username	63.1579
619	619_username	55.1724
620	620_username	50.0000
621	621_username	52.1739
622	622_username	50.0000
623	623_username	43.7500
624	624_username	57.1429
625	625_username	51.8519
626	626_username	64.0000
627	627_username	28.5714
628	628_username	36.0000
629	629_username	64.2857
630	630_username	18.7500
631	631_username	41.1765
632	632_username	71.4286
633	633_username	16.6667
634	634_username	50.0000
635	635_username	45.8333
636	636_username	69.2308
637	637_username	50.0000
638	638_username	59.2593
639	639_username	68.7500
640	640_username	50.0000
641	641_username	42.3077
642	642_username	56.5217
643	643_username	48.0000
644	644_username	33.3333
645	645_username	39.1304
646	646_username	56.2500
647	647_username	27.7778
648	648_username	50.0000
649	649_username	40.0000
650	650_username	47.0588
651	651_username	54.1667
652	652_username	10.0000
653	653_username	33.3333
654	654_username	37.5000
655	655_username	57.8947
656	656_username	51.8519
657	657_username	57.1429
658	658_username	44.4444
659	659_username	38.0952
660	660_username	42.8571
661	661_username	47.8261
662	662_username	50.0000
663	663_username	37.5000
664	664_username	64.2857
665	665_username	45.0000
666	666_username	75.0000
667	667_username	57.8947
668	668_username	61.9048
669	669_username	68.7500
670	670_username	55.5556
671	671_username	66.6667
672	672_username	47.8261
673	673_username	38.4615
674	674_username	57.1429
675	675_username	55.5556
676	676_username	57.1429
677	677_username	53.3333
678	678_username	44.4444
679	679_username	55.5556
680	680_username	50.0000
681	681_username	56.2500
682	682_username	42.8571
683	683_username	62.5000
684	684_username	55.5556
685	685_username	41.6667
686	686_username	55.0000
687	687_username	55.0000
688	688_username	62.5000
689	689_username	47.3684
690	690_username	35.0000
691	691_username	52.6316
692	692_username	46.1538
693	693_username	45.4545
694	694_username	52.6316
695	695_username	43.7500
696	696_username	69.2308
697	697_username	63.6364
698	698_username	45.0000
699	699_username	35.2941
700	700_username	52.6316
701	701_username	44.4444
702	702_username	40.9091
703	703_username	44.0000
704	704_username	38.4615
705	705_username	40.9091
706	706_username	34.4828
707	707_username	50.0000
708	708_username	28.5714
709	709_username	35.0000
710	710_username	54.1667
711	711_username	50.0000
712	712_username	50.0000
713	713_username	47.6190
714	714_username	59.0909
715	715_username	50.0000
716	716_username	38.0952
717	717_username	66.6667
718	718_username	47.3684
719	719_username	46.6667
720	720_username	25.0000
721	721_username	52.3810
722	722_username	56.6667
723	723_username	53.8462
724	724_username	45.4545
725	725_username	68.0000
726	726_username	58.3333
727	727_username	51.8519
728	728_username	63.6364
729	729_username	41.1765
730	730_username	40.9091
731	731_username	40.0000
732	732_username	46.6667
733	733_username	60.0000
734	734_username	31.8182
735	735_username	54.5455
736	736_username	43.7500
737	737_username	59.0909
738	738_username	56.2500
739	739_username	38.8889
740	740_username	56.5217
741	741_username	32.0000
742	742_username	50.0000
743	743_username	56.0000
744	744_username	52.9412
745	745_username	42.3077
746	746_username	43.7500
747	747_username	66.6667
748	748_username	60.0000
749	749_username	56.2500
750	750_username	47.6190
751	751_username	55.1724
752	752_username	40.0000
753	753_username	55.5556
754	754_username	58.8235
755	755_username	55.5556
756	756_username	41.6667
757	757_username	60.0000
758	758_username	61.1111
759	759_username	50.0000
760	760_username	80.0000
761	761_username	45.4545
762	762_username	33.3333
763	763_username	50.0000
764	764_username	52.9412
765	765_username	47.8261
766	766_username	50.0000
767	767_username	45.0000
768	768_username	53.3333
769	769_username	52.3810
770	770_username	47.8261
771	771_username	56.2500
772	772_username	60.0000
773	773_username	56.5217
774	774_username	52.9412
775	775_username	38.8889
776	776_username	53.8462
777	777_username	55.5556
778	778_username	55.5556
779	779_username	41.6667
780	780_username	31.2500
781	781_username	36.0000
782	782_username	81.8182
783	783_username	44.0000
784	784_username	57.8947
785	785_username	52.0000
786	786_username	59.0909
787	787_username	37.5000
788	788_username	71.4286
789	789_username	27.7778
790	790_username	44.4444
791	791_username	69.5652
792	792_username	54.5455
793	793_username	44.4444
794	794_username	50.0000
795	795_username	57.6923
796	796_username	42.8571
797	797_username	50.0000
798	798_username	58.8235
799	799_username	44.0000
800	800_username	66.6667
801	801_username	43.4783
802	802_username	48.0000
803	803_username	71.4286
804	804_username	40.0000
805	805_username	56.2500
806	806_username	66.6667
807	807_username	50.0000
808	808_username	56.2500
809	809_username	66.6667
810	810_username	53.8462
811	811_username	50.0000
812	812_username	31.2500
813	813_username	55.0000
814	814_username	38.8889
815	815_username	63.1579
816	816_username	40.0000
817	817_username	55.5556
818	818_username	25.0000
819	819_username	66.6667
820	820_username	61.1111
821	821_username	53.3333
822	822_username	65.0000
823	823_username	55.0000
824	824_username	68.1818
825	825_username	50.0000
826	826_username	55.5556
827	827_username	40.0000
828	828_username	52.9412
829	829_username	58.8235
830	830_username	62.5000
831	831_username	52.3810
832	832_username	36.8421
833	833_username	44.0000
834	834_username	61.1111
835	835_username	42.3077
836	836_username	47.0588
837	837_username	33.3333
838	838_username	38.8889
839	839_username	52.3810
840	840_username	58.8235
841	841_username	50.0000
842	842_username	62.5000
843	843_username	47.6190
844	844_username	54.5455
845	845_username	58.8235
846	846_username	47.0588
847	847_username	72.7273
848	848_username	64.7059
849	849_username	65.3846
850	850_username	47.3684
851	851_username	61.1111
852	852_username	41.6667
853	853_username	42.8571
854	854_username	64.2857
855	855_username	68.7500
856	856_username	60.0000
857	857_username	34.7826
858	858_username	47.0588
859	859_username	50.0000
860	860_username	68.1818
861	861_username	55.5556
862	862_username	57.8947
863	863_username	41.1765
864	864_username	38.8889
865	865_username	33.3333
866	866_username	31.8182
867	867_username	52.1739
868	868_username	63.1579
869	869_username	66.6667
870	870_username	50.0000
871	871_username	47.8261
872	872_username	54.5455
873	873_username	52.9412
874	874_username	50.0000
875	875_username	61.9048
876	876_username	56.5217
877	877_username	64.7059
878	878_username	56.2500
879	879_username	50.0000
880	880_username	46.4286
881	881_username	56.2500
882	882_username	52.1739
883	883_username	47.6190
884	884_username	62.5000
885	885_username	50.0000
886	886_username	42.1053
887	887_username	64.7059
888	888_username	52.3810
889	889_username	48.1481
890	890_username	47.8261
891	891_username	73.3333
892	892_username	64.7059
893	893_username	44.4444
894	894_username	42.8571
895	895_username	33.3333
896	896_username	31.5789
897	897_username	62.9630
898	898_username	33.3333
899	899_username	50.0000
900	900_username	40.9091
901	901_username	47.8261
902	902_username	55.5556
903	903_username	47.0588
904	904_username	46.4286
905	905_username	57.8947
906	906_username	47.3684
907	907_username	38.0952
908	908_username	47.0588
909	909_username	61.9048
910	910_username	56.6667
911	911_username	52.3810
912	912_username	37.5000
913	913_username	42.8571
914	914_username	40.0000
915	915_username	50.0000
916	916_username	61.9048
917	917_username	39.2857
918	918_username	55.5556
919	919_username	45.0000
920	920_username	50.0000
921	921_username	59.0909
922	922_username	44.8276
923	923_username	63.1579
924	924_username	45.0000
925	925_username	64.0000
926	926_username	50.0000
927	927_username	52.9412
928	928_username	68.1818
929	929_username	62.5000
930	930_username	50.0000
931	931_username	54.1667
932	932_username	62.5000
933	933_username	61.1111
934	934_username	50.0000
935	935_username	31.5789
936	936_username	33.3333
937	937_username	44.4444
938	938_username	33.3333
939	939_username	33.3333
940	940_username	47.0588
941	941_username	65.0000
942	942_username	38.0952
943	943_username	52.1739
944	944_username	50.0000
945	945_username	75.0000
946	946_username	50.0000
947	947_username	47.6190
948	948_username	56.2500
949	949_username	61.1111
950	950_username	50.0000
951	951_username	38.0952
952	952_username	57.8947
953	953_username	47.0588
954	954_username	33.3333
955	955_username	62.5000
956	956_username	70.5882
957	957_username	52.6316
958	958_username	48.0000
959	959_username	43.7500
960	960_username	61.5385
961	961_username	55.5556
962	962_username	42.1053
963	963_username	45.4545
964	964_username	52.9412
965	965_username	51.6129
966	966_username	42.8571
967	967_username	44.4444
968	968_username	25.0000
969	969_username	33.3333
970	970_username	52.3810
971	971_username	73.3333
972	972_username	44.4444
973	973_username	41.1765
974	974_username	53.3333
975	975_username	47.6190
976	976_username	47.3684
977	977_username	31.5789
978	978_username	42.8571
979	979_username	63.1579
980	980_username	50.0000
981	981_username	70.5882
982	982_username	50.0000
983	983_username	39.1304
984	984_username	38.8889
985	985_username	56.0000
986	986_username	65.0000
987	987_username	50.0000
988	988_username	50.0000
989	989_username	50.0000
990	990_username	47.3684
991	991_username	47.3684
992	992_username	44.8276
993	993_username	50.0000
994	994_username	31.5789
995	995_username	57.6923
996	996_username	61.1111
997	997_username	54.1667
998	998_username	40.0000
999	999_username	47.3684
